LB,AC,FM,UC,DL,DS,DP,ASTV,MSTV,ALTV,MLTV,Width,Min,Max,Nmax,Nzeros,Mode,Mean,Median,Variance,Tendency
-0.12032826305105881,-0.48589133336422213,-0.19482468100565326,0.46824300703077715,1.4280770318788993,-0.05970814340265321,-0.2748471587650891,-0.9705003650541822,0.5310470254394922,-0.2705909484551068,2.0954916288928263,0.7623817384214633,-1.4335352085116693,-0.7222050838853113,1.0145434420950796,-0.4493743414140427,0.10218827644116649,-0.2910528214012494,-0.06484893955731842,0.4396970945240836,1.1267934548627647
-0.5265940027676748,0.6344778981063187,-0.04165530029880375,-0.5787946437304531,0.6058434859973718,-0.05970814340265321,-0.2748471587650891,-0.9705003650541822,0.6444830221471312,-0.5443916385705365,-0.7848997351296245,1.8518627166676713,-1.2631284853175326,1.9564290409601617,2.7301660629386815,-0.4493743414140427,-0.020307109583765914,-0.48388292679352585,-0.13390938023342847,1.0728759059924993,-0.508218697425216
-0.3234611329093668,-0.7659836412318574,-0.0161270701809955,0.8172555572845206,-0.6275068328249195,-0.05970814340265321,-0.2748471587650891,1.5143240731038274,0.8713550155624096,0.11273001770649489,-1.2142748452944618,-1.1052999385720363,1.020321605483898,-0.7222050838853113,-0.7010791787485222,-0.4493743414140427,-0.5715363466959618,-0.48388292679352585,-0.5482720242900888,-0.6156009245899424,-2.1432308497131967
0.9969025211696351,-0.7659836412318574,-0.19482468100565326,-0.9278071939841964,-0.6275068328249195,-0.05970814340265321,-0.2748471587650891,1.0520311543767558,-0.9436209317598163,-0.5443916385705365,0.18119426274125952,-1.209060031738342,1.1907283286780346,-0.6652128684630673,-0.7010791787485222,0.9613938047724224,0.34717904849103126,0.5445443019652821,0.48763458585156205,-0.6156009245899424,-0.508218697425216
1.098468956098789,-0.7659836412318574,-0.19482468100565326,-1.2768197442379399,-0.6275068328249195,-0.05970814340265321,-0.2748471587650891,0.878671309854104,-0.9436209317598163,-0.2705909484551068,-0.3734152545549887,-1.5203403112372584,1.8382738768157536,-0.26626736050735855,-1.0442037029172426,-0.4493743414140427,0.9596559786156933,1.2515880217369626,1.1782389926126626,-0.6507775252270767,-0.508218697425216
-0.4250275678385208,-0.7659836412318574,-0.169296450887845,1.166268107538264,1.8391938048196632,-0.05970814340265321,6.055382629701759,1.1098177692176399,1.6654069925158832,-0.5443916385705365,-1.4647436595572838,0.6326816219635814,-1.5016978977893238,-1.12115059184102,0.6714189179263593,-0.4493743414140427,-1.9802332859826843,-3.1835044022853967,-1.9294808378122899,-0.2638349182186004,-0.508218697425216
-1.1359926123425987,-0.48589133336422213,-0.19482468100565326,-0.22978209347670964,3.8947776695234824,-0.05970814340265321,-0.2748471587650891,-1.7795129728265575,1.5519709958082444,-0.5443916385705365,-0.480759032096198,0.6845616685467341,-1.29720982995636,-0.6652128684630673,-1.0442037029172426,2.3721619509588874,-1.551499434895421,-1.383756751957483,-1.5151181937556295,0.08793108815274163,-0.508218697425216
-0.2218946979802128,1.4747548217092241,-0.19482468100565326,-0.5787946437304531,-0.21639005988415572,-0.05970814340265321,-0.2748471587650891,0.4163783911270324,0.19073903531657482,-0.5443916385705365,-0.5165402912766012,0.42516143563097025,-0.37701352470802224,0.3036547937150825,1.0145434420950796,-0.4493743414140427,0.8371605925907609,0.48026760016785663,0.6257554672037822,0.12310768878987582,1.1267934548627647
0.6922032163821731,-0.7659836412318574,-0.09271176053442025,-1.2768197442379399,0.6058434859973718,-0.05970814340265321,-0.2748471587650891,0.82088469501322,-0.4898769449292598,0.3317705697988387,0.7536944096277096,1.5405824371687549,-1.0245590728457414,1.6714679638489411,1.7007924904325205,0.9613938047724224,0.2859313554785651,0.22316079297815464,0.2113928231471218,-0.2638349182186004,-0.508218697425216
-0.01876182812190482,-0.7659836412318574,0.06045762017242925,6.750468911598158,-0.6275068328249195,-0.05970814340265321,-0.2748471587650891,1.5721106879447113,-0.03613295809870335,0.98889222607587,-0.7670091055394229,-1.001539845405731,0.8499148822897613,-0.7791972993075555,1.0145434420950796,-0.4493743414140427,-0.08155480259623211,-0.03394601421154736,-0.06484893955731842,-0.6156009245899424,-0.508218697425216
-1.2375590472717528,-0.7659836412318574,-0.19482468100565326,0.46824300703077715,1.4280770318788993,-0.05970814340265321,-0.2748471587650891,-1.08607359473595,-0.03613295809870335,-0.5443916385705365,-0.4628684025059965,-0.06769900690898104,-0.8200710050127774,-1.5200960997967288,-0.3579546545798018,0.9613938047724224,-1.4290040488704885,-1.383756751957483,-1.4460577530795196,0.05275448751560742,1.1267934548627647
-2.3547898314924467,0.9145702059739539,-0.169296450887845,1.8642932080457508,-0.21639005988415572,-0.05970814340265321,-0.2748471587650891,0.9364579246949879,0.30417503202421403,-0.5443916385705365,0.05595985560984875,0.477041482214123,-0.13844411223623096,0.8165847325152795,-0.3579546545798018,-0.4493743414140427,-1.7352425139328196,-1.3194800501600574,-1.7913599564600697,0.5452268964354863,-2.1432308497131967
-1.3391254822009067,0.07429328237104826,-0.19482468100565326,-0.9278071939841964,-0.6275068328249195,-0.05970814340265321,-0.2748471587650891,-1.5483665134630218,0.417611028731853,-0.5443916385705365,-0.42708714332559333,-0.7161995891983907,0.5091014359014882,-0.7222050838853113,-0.7010791787485222,-0.4493743414140427,-0.9390225047707589,-0.5481596285909514,-0.8935742276706391,-0.369364720130003,-0.508218697425216
-0.6281604376968287,-0.7659836412318574,-0.19482468100565326,-0.22978209347670964,1.4280770318788993,-0.05970814340265321,-0.2748471587650891,-1.7217263579856736,1.6654069925158832,-0.5443916385705365,-0.802790364719826,0.2954613191730883,-0.6155829371798135,-0.3802517913518467,0.32829439375763897,-0.4493743414140427,-1.4290040488704885,-1.383756751957483,-1.5151181937556295,-0.08795191503292939,-0.508218697425216
-1.0344261774134447,-0.20579902549658693,-0.19482468100565326,-0.22978209347670964,0.6058434859973718,-0.05970814340265321,-0.2748471587650891,-1.3172200540994858,-0.03613295809870335,-0.5443916385705365,-1.089040438163051,-0.3530392631163213,-0.07028142295857633,-0.8931817301520437,-0.3579546545798018,-0.4493743414140427,-1.0002701977832251,-0.7409897339832279,-0.8935742276706391,-0.4045413207671372,-0.508218697425216
